post_id,num_comments,num_duplicates
1is1n07,10,3
1iu433b,11,3
1iswnry,13,3
1j77ku0,10,3
1in3bdc,12,3
1hf6t1m,11,3
322mgp,10,3
1ck4y2j,6,3
1j0854g,11,3
1j4ab6t,11,3
1aijqzm,12,3
1gz1e7o,13,3
f2yjgq,12,2
mddsns,4,2
i18ovn,11,2
hrl4bg,11,2
1j7lho3,13,2
1imcxct,13,2
1j7wsz6,10,2
1irf11l,13,2
1ir6u7h,11,2
1i1n7a3,4,2
1i1ewpp,13,2
1i9rgeq,11,2
1iapfst,4,2
1ic8soa,10,2
1icgndy,13,2
1j8cw5l,6,2
1j8a9ox,12,2
1j87uww,11,2
1j85mwq,11,2
1j8fi7b,7,2
1j8jjml,13,2
2.30E+43,13,2
1if2f9t,5,2
1792g51,4,2
1b5bwq6,9,2
143a21h,4,2
14wjjs6,13,2
1hqe93p,11,2
1hwjc0m,11,2
1hwkgk3,4,2
1iqnifm,12,2
1ir3i28,9,2
1ip97i8,11,2
1ip3i93,9,2
1ioxatq,13,2
1j7m4uh,10,2
1iyofd0,9,2
1ixms6k,11,2
1j10lms,10,2
1j0jsy4,4,2
1izz7om,6,2
1h86hgo,10,2
1h3fa20,11,2
1j71irl,10,2
1j71x69,9,2
1j787o7,13,2
1j71dra,12,2
1isyq4t,8,2
1iss0sf,8,2
1imzqr9,11,2
1itmmcy,7,2
1ivcn9y,11,2
1iw20hu,12,2
1iywpjl,11,2
7b85xy,13,2
1h92l8h,4,2
4gvw9w,5,2
1iudcg0,7,2
1iuu50d,4,2
1j6win1,10,2
1j0aehk,15,2
1j069am,11,2
1gl7leo,4,2
8lzbg4,8,2
a2r3ou,12,2
1g9rn5f,9,2
1j2xaj9,4,2
1j1d0gk,10,2
1j2t33c,7,2
1j1ospp,11,2
1j1hpva,12,2
1j663fc,5,2
1j66htw,7,2
1j31ban,13,2
1j47qf6,12,2
1disiok,12,2
1djjwr6,11,2
1e3owxd,4,2
1em707a,4,2
1eothek,8,2
1j3ufnr,10,2
1j3nvof,11,2
1ar4j2,10,2
1j4k6ud,12,2
1j5drma,11,2
1d3h0u9,7,2
1j3iycp,9,2
1j4rr8k,11,2
ovla7j,4,2
nse85o,11,2
10vb08e,10,2
1097076,12,1
109v5xh,8,1
10dlzul,7,1
hvwnmo,14,1
mj6vdf,10,1
rgaz8c,6,1
viqi3l,11,1
107dem8,9,1
1j4nsel,11,1
1j4qvy1,12,1
1j4r33j,12,1
1j4ree0,9,1
1j52lbg,12,1
1j58dvi,11,1
1j5ahzc,8,1
1j5dog1,10,1
1j3tr32,11,1
1j45r9k,12,1
1j4gz64,7,1
1j5henh,2,1
1j5je6o,12,1
1j5lm8o,12,1
1j5mb7o,11,1
1j5u4vx,11,1
1j5v3vb,9,1
1j64eb2,11,1
1j2mg9d,11,1
1j2qar8,13,1
1j2zvj7,10,1
1j30mmz,11,1
1j31j4w,11,1
1j1bzdz,10,1
1j1q9vy,12,1
1j1relv,11,1
1j1v6i2,5,1
1j26bsb,12,1
1j6j46a,9,1
1j6m6hs,10,1
1j6nwar,13,1
1j6y265,10,1
1j7119d,8,1
1izje9u,13,1
1izkuz4,14,1
1iztrsv,11,1
1izufyi,4,1
1j0kzfm,10,1
1j0rj5y,12,1
1ixrjkq,11,1
1ixz0kn,10,1
1iyuptn,12,1
1iz2l4f,13,1
1iza29u,12,1
1iuocn8,3,1
1iuzwbg,12,1
1iw35mn,9,1
1iwhsz7,9,1
1iwuzoa,10,1
1ix36dq,9,1
1j73pnq,9,1
1j76exq,6,1
1j7i0xi,10,1
1ito0tn,9,1
1itopti,11,1
1iu2nqz,7,1
1imomz8,10,1
1ipk6hp,10,1
1irc891,9,1
1j7msnt,11,1
1j7o0og,9,1
1j7qy88,10,1
1j7zq4i,8,1
1j80u4v,10,1
1iisdzk,12,1
1ijg08f,11,1
1ijx5sk,12,1
1ik59lf,2,1
1ikou89,10,1
1iloobm,12,1
1idp04q,9,1
1if6ox5,13,1
1ifcrkz,11,1
1ifs8du,2,1
1igdn3g,9,1
1iik2t2,14,1
1i8ko5c,12,1
1i941un,11,1
1ibdofp,11,1
1ibr70q,12,1
1ic0lkt,10,1
1ichpks,12,1
1j88w3b,11,1
1j8a0sf,10,1
1j8d7o2,2,1
1hxlcsb,3,1
1hyjzek,11,1
1hzqo4e,8,1
1hzy94o,13,1
1i0355o,5,1
1i03fjy,10,1
1i0co6b,7,1
1i25rot,13,1
1j8fw8f,8,1
1j8i5kj,12,1
1j8j2zf,10,1
1j8m7l9,10,1
1j8ozs8,9,1
1sdwro,12,1
2851ty,14,1
2z5pld,9,1
1hf863l,9,1
1higm1g,6,1
1hm0vf6,10,1
1hw43la,6,1
1h1djpu,4,1
1h9khbz,6,1
326kdf,9,1
3qrv4k,10,1
4g12w3,4,1
7c9985,12,1
9cb7zx,13,1
9e1eg2,6,1
atoytp,10,1
1g1bmn0,10,1
1g8l82p,4,1
1g8p1h,12,1
1gd15cg,11,1
1geyslv,9,1
1d34ogm,12,1
1dtb981,11,1
1dvfl2s,11,1
1ems75w,12,1
1eqs009,7,1
18z6p1v,8,1
1b5i33q,13,1
1bkhz6x,10,1
1bu2uyp,15,1
1c3jlbp,3,1
ch4x7v,9,1
hngexx,2,1
hqfd49,11,1
hs1skd,10,1
z9exmo,2,1
